Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2024-07-28,Honda,Hatchback,Blue,2020,45519.05,92995.0,4.0,21.5,Eva
2024-07-29,Audi,Van,Red,2018,21517.75,47838.0,2.0,37.6,Bob
2024-07-30,Toyota,Truck,Black,2016,34755.33,29144.0,3.0,22.4,Bob
2024-07-31,Chevrolet,Van,Black,2017,45361.16,24102.0,4.0,27.6,David
2024-08-01,Toyota,Coupe,White,2022,73682.15,37703.0,3.5,35.1,Charlie
2024-08-02,Kia,SUV,Black,2020,35544.47,75046.0,3.5,22.1,Bob
2024-08-03,BMW,Coupe,Black,2018,35390.22,53847.0,1.6,27.8,David
2024-08-04,Chevrolet,Truck,Silver,2019,31430.36,17572.0,1.6,21.6,Eva
2024-08-05,Nissan,Van,Gray,2015,23915.05,66452.0,3.0,24.4,Alice
2024-08-06,Mercedes,Coupe,Green,2019,73014.24,90677.0,1.6,21.9,David
2024-08-07,BMW,Hatchback,Black,2020,62679.67,46057.0,2.5,20.8,Alice
2024-08-08,Hyundai,Sedan,Green,2019,54399.97,63703.0,3.0,33.2,Charlie
2024-08-09,Nissan,SUV,Silver,2018,76159.52,52231.0,3.0,38.3,Charlie
2024-08-10,Audi,Van,Green,2022,70191.41,63002.0,2.0,30.8,Bob
2024-08-11,Nissan,SUV,Green,2019,51255.88,89917.0,3.5,27.4,Alice
2024-08-12,Kia,SUV,Silver,2019,45722.29,45657.0,4.0,29.3,Bob
2024-08-13,Nissan,Van,Gray,2017,57840.1,65029.0,4.0,26.7,Charlie
2024-08-14,Honda,Coupe,Black,2016,43637.91,48631.0,3.5,29.1,David
2024-08-15,Nissan,Van,Red,2015,67996.99,99796.0,3.0,33.4,David
2024-08-16,Nissan,Truck,Red,2021,59332.3,59405.0,3.0,37.2,Bob
2024-08-17,Toyota,Truck,Gray,2022,39224.36,69323.0,2.5,22.7,David
2024-08-18,Honda,Hatchback,White,2016,68602.95,92890.0,4.0,34.7,Eva
2024-08-19,Nissan,Van,Green,2017,78094.06,44721.0,4.0,39.5,David
2024-08-20,Kia,SUV,Green,2018,61119.29,92849.0,1.6,39.4,Charlie
2024-08-21,Honda,Hatchback,Red,2021,78886.1,72309.0,2.5,30.3,Bob
2024-08-22,BMW,Van,Blue,2020,78566.01,17257.0,2.5,35.3,Charlie
2024-08-23,Chevrolet,Van,Silver,2015,60907.92,42659.0,3.0,28.9,Alice
2024-08-24,Audi,Van,White,2022,49674.98,48955.0,3.5,22.8,David
2024-08-25,Chevrolet,Coupe,Blue,2015,36847.72,39518.0,4.0,33.7,Eva
2024-08-26,Hyundai,Truck,Red,2021,62022.87,13528.0,3.5,28.6,Eva
2024-08-27,Mercedes,Truck,Silver,2021,67011.8,71005.0,1.6,32.1,David
2024-08-28,Toyota,Coupe,Blue,2015,59800.47,65514.0,2.0,34.8,Bob
2024-08-29,Chevrolet,Coupe,White,2015,61027.06,16152.0,4.0,26.0,Bob
2024-08-30,Chevrolet,SUV,Gray,2020,20734.88,80416.0,1.6,24.5,Charlie
2024-08-31,Toyota,Van,Silver,2016,33942.37,74284.0,1.6,28.9,Bob
2024-09-01,Toyota,Van,Green,2015,70498.36,88975.0,1.6,31.3,Alice
2024-09-02,Toyota,Truck,Red,2018,78372.92,13533.0,1.6,30.4,Bob
2024-09-03,Mercedes,Van,Gray,2019,31819.9,18318.0,4.0,27.4,Charlie
2024-09-04,Mercedes,SUV,Green,2022,63434.96,97385.0,3.0,27.6,David
2024-09-05,Mercedes,Van,Red,2015,49297.02,4864.0,2.0,25.2,Alice
2024-09-06,Mercedes,Coupe,Black,2018,66172.99,48187.0,1.6,20.0,Bob
2024-09-07,Kia,SUV,Gray,2020,32264.47,57566.0,1.6,39.6,David
2024-09-08,Chevrolet,SUV,Gray,2019,32277.99,24460.0,1.6,30.2,Bob
2024-09-09,Honda,Hatchback,Black,2018,31856.18,883.0,2.5,30.9,Alice
2024-09-10,Mercedes,Coupe,White,2016,79347.82,37410.0,2.5,29.1,Alice
2024-09-11,Honda,Van,Green,2016,33917.92,82186.0,4.0,20.3,Alice
2024-09-12,Toyota,Truck,White,2022,57345.98,56489.0,2.0,34.3,Eva
2024-09-13,Mercedes,Van,Black,2016,61547.68,22310.0,2.5,25.9,Eva
2024-09-14,Nissan,Truck,Silver,2018,44347.05,88424.0,1.6,27.7,David
2024-09-15,Chevrolet,Coupe,Blue,2020,60617.67,63940.0,3.0,25.0,Alice
2024-09-16,Chevrolet,Truck,Green,2017,73270.43,34778.0,3.0,21.1,David
2024-09-17,Chevrolet,Hatchback,Blue,2022,68905.93,22994.0,1.6,20.4,Eva
2024-09-18,Chevrolet,Van,Red,2016,72503.53,27281.0,4.0,36.4,Eva
2024-09-19,Ford,Truck,Blue,2017,61600.57,41079.0,2.0,23.3,Alice
2024-09-20,Toyota,SUV,Silver,2018,55942.92,34892.0,2.0,34.0,Alice
2024-09-21,Audi,SUV,Red,2019,45776.84,51344.0,2.5,34.3,David
2024-09-22,Kia,Coupe,White,2020,65003.35,10390.0,2.0,22.7,Bob
2024-09-23,Ford,Coupe,Black,2015,42881.02,87988.0,3.5,38.7,David
2024-09-24,Audi,Van,Black,2016,77676.59,45709.0,3.0,38.6,Charlie
2024-09-25,BMW,SUV,Silver,2018,48857.19,93278.0,1.6,37.5,Alice
2024-09-26,Mercedes,Sedan,Red,2017,30359.18,5427.0,1.6,28.0,Bob
